순위,투자연도,투자월,종목선정일,시장,종목명,종목코드,시가총액,종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
354,2026,2026-09,2026-08-31,NASDAQ,Paychex Inc. Common Stock,PAYX,45292.7,127.04000091552734,8.73,31.0,35.65,-8.91,0.0
355,2026,2026-09,2026-08-31,NYSE,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),ABEV,45235.9,2.859999895095825,-8.04,-10.9,-9.49,27.68,0.0
356,2026,2026-09,2026-08-31,NASDAQ,Exelon Corporation Common Stock,EXC,45130.1,43.93000030517578,-4.12,-3.75,-11.2,0.57,0.0
357,2026,2026-09,2026-08-31,NASDAQ,PayPal Holdings Inc. Common Stock,PYPL,45052.8,53.65999984741211,-6.21,19.91,16.12,-23.55,0.0
358,2026,2026-09,2026-08-31,NYSE,STMicroelectronics N.V. Common Stock,STM,44752.2,49.380001068115234,-5.75,-28.75,46.92,82.96,0.0
359,2026,2026-09,2026-08-31,NYSE,KB Financial Group Inc,KB,44748.2,124.16000366210938,5.38,22.4,12.87,57.84,0.0
360,2026,2026-09,2026-08-31,NYSE,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),HLN,44666.0,10.109999656677246,2.43,11.59,-8.67,3.16,0.0
361,2026,2026-09,2026-08-31,NYSE,Woodside Energy Group Limited American Depositary Shares each representing one Ordinary Share,WDS,44257.6,23.059999465942383,-1.71,5.63,12.6,34.23,0.0
362,2026,2026-09,2026-08-31,NASDAQ,Interactive Brokers Group Inc. Class A Common Stock,IBKR,44080.0,95.83999633789062,8.92,10.2,34.63,53.98,0.0
363,2026,2026-09,2026-08-31,NASDAQ,Revolution Medicines Inc. Common Stock,RVMD,44061.1,207.8800048828125,10.85,32.0,103.76,447.48,0.0
364,2026,2026-09,2026-08-31,NASDAQ,IDEXX Laboratories Inc. Common Stock,IDXX,43856.7,554.989990234375,-0.73,-1.52,-15.49,-14.23,0.0
365,2026,2026-09,2026-08-31,NYSE,ORIX Corporation American Depositary Shares,IX,43806.4,39.0,-3.25,-0.05,9.7,50.46,0.0
366,2026,2026-09,2026-08-31,NASDAQ,Cerebras Systems Inc. Class A Common Stock,CBRS,43768.8,179.0800018310547,-9.88,-24.44,0.0,0.0,0.0
367,2026,2026-09,2026-08-31,NYSE,Sun Life Financial Inc. Common Stock,SLF,43647.1,78.76000213623047,-5.05,9.69,20.15,34.79,0.0
368,2026,2026-09,2026-08-31,NYSE,Ferguson Enterprises Inc. Common Stock,FERG,43432.1,228.49000549316406,-2.49,1.12,-12.38,-1.15,0.0
369,2026,2026-09,2026-08-31,NYSE,Agilent Technologies Inc. Common Stock,A,43370.2,153.83999633789062,11.18,13.51,26.74,22.43,0.0
370,2026,2026-09,2026-08-31,NASDAQ,Keurig Dr Pepper Inc. Common Stock,KDP,43355.9,32.18000030517578,3.41,7.16,6.27,10.62,0.0
371,2026,2026-09,2026-08-31,NYSE,Cameco Corporation Common Stock,CCJ,43013.2,100.01000213623047,15.78,-11.26,-15.53,29.23,0.0
372,2026,2026-09,2026-08-31,NYSE,IQVIA Holdings Inc. Common Stock,IQV,42991.9,261.75,11.37,43.65,46.38,37.18,0.0
373,2026,2026-09,2026-08-31,NYSE,Banco Santander Brasil SA American Depositary Shares each representing one unit,BSBR,42959.4,5.809999942779541,2.47,6.8,-10.75,9.62,0.0
374,2026,2026-09,2026-08-31,NASDAQ,Credo Technology Group Holding Ltd Ordinary Shares,CRDO,42508.9,232.75,12.45,-1.39,107.31,89.14,0.0
375,2026,2026-09,2026-08-31,NYSE,Live Nation Entertainment Inc. Common Stock,LYV,42388.2,181.64999389648438,4.32,7.86,12.03,9.11,0.0
376,2026,2026-09,2026-08-31,NYSE,CBRE Group Inc Common Stock Class A,CBRE,42223.0,150.82000732421875,2.73,20.62,2.14,-6.97,0.0
377,2026,2026-09,2026-08-31,NYSE,Waste Connections Inc. Common Shares,WCN,42193.8,165.92999267578125,-0.87,11.35,-3.6,-10.22,0.0
378,2026,2026-09,2026-08-31,NASDAQ,Ferrovial N.V. Ordinary Shares,FER,42124.3,58.72999954223633,-9.78,-13.65,-21.04,7.11,0.0
379,2026,2026-09,2026-08-31,NASDAQ,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,HBANM,42075.1,20.79400062561035,-0.08,-3.24,-10.68,-7.42,0.0
380,2026,2026-09,2026-08-31,NYSE,Teva Pharmaceutical Industries Limited American Depositary Shares,TEVA,42008.9,36.439998626708984,4.08,3.17,7.62,98.26,0.0
381,2026,2026-09,2026-08-31,NASDAQ,Roper Technologies Inc. Common Stock,ROP,41997.3,426.20001220703125,8.73,30.92,21.87,-19.02,0.0
382,2026,2026-09,2026-08-31,NYSE,Yum! Brands Inc.,YUM,41838.5,153.86000061035156,0.38,3.99,-8.5,4.69,0.0
383,2026,2026-09,2026-08-31,NYSE,Gold Fields Limited American Depositary Shares,GFI,41502.3,45.959999084472656,41.76,15.3,-21.89,37.28,0.0
384,2026,2026-09,2026-08-31,NYSE,MSCI Inc. Common Stock,MSCI,41485.5,570.760009765625,-0.26,-9.6,-0.19,0.54,0.0
385,2026,2026-09,2026-08-31,NYSE,Honda Motor Company Ltd. Common Stock,HMC,41469.0,31.860000610351562,5.81,18.04,5.64,-4.61,0.0
386,2026,2026-09,2026-08-31,NASDAQ,Old Dominion Freight Line Inc. Common Stock,ODFL,41463.0,198.6300048828125,-6.37,-11.78,-2.18,31.57,0.0
387,2026,2026-09,2026-08-31,NASDAQ,Take-Two Interactive Software Inc. Common Stock,TTWO,41079.6,235.38999938964844,-3.1,5.01,11.31,0.91,0.0
388,2026,2026-09,2026-08-31,NYSE,Fomento Economico Mexicano S.A.B. de C.V. Common Stock,FMX,41021.5,120.12000274658203,-6.15,0.92,6.94,38.64,0.0
389,2026,2026-09,2026-08-31,NASDAQ,BeOne Medicines Ltd. American Depositary Shares,ONC,40884.9,366.7300109863281,16.05,27.37,15.69,19.83,0.0
390,2026,2026-09,2026-08-31,NYSE,Waters Corporation Common Stock,WAT,40736.6,414.69000244140625,9.91,8.11,29.84,37.41,0.0
391,2026,2026-09,2026-08-31,NYSE,Prudential Financial Inc. Common Stock,PRU,40572.0,119.79000091552734,-1.88,19.03,21.76,9.24,0.0
392,2026,2026-09,2026-08-31,NYSE,D.R. Horton Inc. Common Stock,DHI,40433.6,147.38999938964844,3.03,0.2,-8.11,-13.03,0.0
393,2026,2026-09,2026-08-31,NASDAQ,Flex Ltd. Ordinary Shares,FLEX,40357.3,110.5,-2.86,-26.71,75.34,106.08,0.0
394,2026,2026-09,2026-08-31,NYSE,American International Group Inc. New Common Stock,AIG,39928.1,76.93000030517578,-2.1,3.64,-4.42,-5.4,0.0
395,2026,2026-09,2026-08-31,NASDAQ,Microchip Technology Incorporated Common Stock,MCHP,39884.0,72.93000030517578,-1.83,-22.95,-2.29,12.2,0.0
396,2026,2026-09,2026-08-31,NYSE,Consolidated Edison Inc. Common Stock,ED,39579.1,107.48999786376953,-1.25,1.76,-4.47,9.43,0.0
397,2026,2026-09,2026-08-31,NYSE,Archer-Daniels-Midland Company Common Stock,ADM,39178.5,81.54000091552734,2.86,2.21,18.11,30.17,0.0
398,2026,2026-09,2026-08-31,NYSE,Sysco Corporation Common Stock,SYY,38845.1,81.94000244140625,-3.87,8.09,-10.11,1.83,0.0
399,2026,2026-09,2026-08-31,NYSE,Viking Holdings Ltd Ordinary Shares,VIK,38400.0,88.5,-15.19,-3.92,13.43,39.11,0.0
400,2026,2026-09,2026-08-31,NASDAQ,Rocket Lab Corporation Common Stock,RKLB,38253.5,64.38999938964844,-0.86,-55.12,-6.82,32.49,0.0
401,2026,2026-09,2026-08-31,NASDAQ,Vodafone Group Plc American Depositary Shares,VOD,38109.4,16.040000915527344,1.65,7.22,4.43,34.11,0.0
402,2026,2026-09,2026-08-31,NASDAQ,BrightSpring Health Services Inc. Tangible Equity Unit,BTSGU,38108.7,202.19000244140625,1.36,0.08,46.51,147.69,0.0
403,2026,2026-09,2026-08-31,NYSE,Rocket Companies Inc. Class A Common Stock,RKT,37972.3,13.770000457763672,6.74,-5.1,-24.3,-22.51,0.0
404,2026,2026-09,2026-08-31,NASDAQ,JD.com Inc. American Depositary Shares,JD,37954.6,28.739999771118164,-12.94,-0.31,8.33,-7.5,0.0
405,2026,2026-09,2026-08-31,NYSE,Shinhan Financial Group Co Ltd American Depositary Shares,SHG,37578.4,79.1500015258789,13.18,25.46,18.47,67.58,0.0
406,2026,2026-09,2026-08-31,NASDAQ,Strategy Inc Variable Rate Series A Perpetual Stretch Preferred Stock,STRC,37308.3,97.33000183105469,8.8,-1.68,-2.67,-0.43,0.0
407,2026,2026-09,2026-08-31,NYSE,The Hartford Insurance Group Inc. Common Stock,HIG,37212.4,138.5500030517578,-2.37,8.98,-1.62,4.72,0.0
408,2026,2026-09,2026-08-31,NYSE,Estee Lauder Companies Inc. (The) Common Stock,EL,37012.0,103.38999938964844,23.23,16.23,-5.55,12.71,0.0
409,2026,2026-09,2026-08-31,NYSE,Banco Bradesco Sa American Depositary Shares,BBD,36687.4,3.25,-9.97,-6.88,-20.54,4.5,0.0
410,2026,2026-09,2026-08-31,NYSE,Kinross Gold Corporation Common Stock,KGC,36635.0,31.270000457763672,35.37,3.61,-15.46,49.62,0.0
411,2026,2026-09,2026-08-31,NYSE,Venture Global Inc. Class A common stock,VG,36601.4,14.180000305175781,5.98,17.77,46.34,9.08,0.0
412,2026,2026-09,2026-08-31,NYSE,Public Service Enterprise Group Incorporated Common Stock,PEG,36549.1,73.19000244140625,-4.55,-6.94,-14.96,-11.1,0.0
413,2026,2026-09,2026-08-31,NASDAQ,MongoDB Inc. Class A Common Stock,MDB,36465.4,446.6199951171875,32.34,33.1,35.97,41.51,0.0
414,2026,2026-09,2026-08-31,NYSE,Nutrien Ltd. Common Shares,NTR,36402.6,73.51000213623047,6.43,7.24,-2.08,27.58,0.0
415,2026,2026-09,2026-08-31,NASDAQ,NetApp Inc. Common Stock,NTAP,36360.2,187.02000427246094,4.77,7.3,88.85,65.81,0.0
416,2026,2026-09,2026-08-31,NASDAQ,Expedia Group Inc. Common Stock,EXPE,36308.9,329.44000244140625,11.77,45.91,52.74,53.37,0.0
417,2026,2026-09,2026-08-31,NYSE,Kenvue Inc. Common Stock,KVUE,36264.2,19.170000076293945,-0.36,10.94,0.26,-7.44,0.0
418,2026,2026-09,2026-08-31,NYSE,Twilio Inc. Class A Common Stock,TWLO,36186.9,237.77999877929688,20.49,24.73,96.58,125.15,0.0
419,2026,2026-09,2026-08-31,NYSE,Alcon Inc. Ordinary Shares,ALC,36008.4,72.01000213623047,4.45,8.63,-17.4,-9.77,0.0
420,2026,2026-09,2026-08-31,NASDAQ,Kimberly-Clark Corporation Common Stock,KMB,35901.9,109.55000305175781,0.22,12.24,-1.7,-15.17,0.0
421,2026,2026-09,2026-08-31,NYSE,Ubiquiti Inc. Common Stock,UI,35713.0,599.3499755859375,7.7,2.65,-21.86,13.49,0.0
422,2026,2026-09,2026-08-31,NYSE,Pacific Gas & Electric Co. Common Stock,PCG,35565.1,16.600000381469727,-4.49,1.59,-12.63,8.64,0.0
423,2026,2026-09,2026-08-31,NYSE,The Hershey Company Common Stock,HSY,35405.1,179.0500030517578,2.29,-7.72,-24.22,-2.56,0.0
424,2026,2026-09,2026-08-31,NYSE,Restaurant Brands International Inc. Common Shares,QSR,35397.2,78.26000213623047,5.73,4.77,9.13,23.57,0.0
425,2026,2026-09,2026-08-31,NASDAQ,Royalty Pharma plc Class A Ordinary Shares,RPRX,35310.8,60.849998474121094,4.14,9.13,31.68,69.12,0.0
426,2026,2026-09,2026-08-31,NYSE,Kroger Company (The) Common Stock,KR,35251.7,57.720001220703125,-0.03,-7.13,-15.42,-14.92,0.0
427,2026,2026-09,2026-08-31,NASDAQ,United Airlines Holdings Inc. Common Stock,UAL,35051.8,110.5999984741211,-8.84,-3.66,4.05,5.33,0.0
428,2026,2026-09,2026-08-31,NYSE,Vulcan Materials Company (Holding Company) Common Stock,VMC,34931.8,274.510009765625,2.21,-2.97,-11.45,-5.72,0.0
429,2026,2026-09,2026-08-31,NYSE,Prudential Public Limited Company Common Stock,PUK,34840.7,27.649999618530273,-8.63,-3.86,-10.08,3.95,0.0
430,2026,2026-09,2026-08-31,NYSE,PPL Corporation Corporate Units,PPLC,34737.5,46.08000183105469,-1.92,-3.82,-7.86,0.0,0.0
431,2026,2026-09,2026-08-31,NYSE,ResMed Inc. Common Stock,RMD,34635.0,240.3300018310547,13.91,26.11,-6.22,-12.45,0.0
432,2026,2026-09,2026-08-31,NYSE,WEC Energy Group Inc. Common Stock,WEC,34595.4,106.22000122070312,-2.92,-4.35,-9.18,-0.27,0.0
433,2026,2026-09,2026-08-31,NYSE,Credicorp Ltd. Common Stock,BAP,34579.8,368.3999938964844,-8.03,7.52,6.36,43.23,0.0
434,2026,2026-09,2026-08-31,NYSE,TKO Group Holdings Inc. Class A Common Stock,TKO,34562.5,184.63999938964844,1.56,-10.01,-17.52,-2.6,0.0
435,2026,2026-09,2026-08-31,NYSE,Celestica Inc. Common Stock,CLS,34422.9,298.70001220703125,-9.88,-22.49,7.59,53.38,0.0
436,2026,2026-09,2026-08-31,NASDAQ,DexCom Inc. Common Stock,DXCM,34362.5,90.81999969482422,8.83,23.16,23.68,20.55,0.0
437,2026,2026-09,2026-08-31,NYSE,Iron Mountain Incorporated (Delaware)Common Stock REIT,IRM,34340.0,117.4000015258789,-4.02,-8.46,8.37,27.15,0.0
438,2026,2026-09,2026-08-31,NYSE,Raymond James Financial Inc. Common Stock,RJF,34273.1,179.36000061035156,1.92,25.07,17.17,5.85,0.0
439,2026,2026-09,2026-08-31,NYSE,Ecopetrol S.A. American Depositary Shares,EC,34270.8,16.5,-1.61,12.94,38.77,75.53,0.0
440,2026,2026-09,2026-08-31,NYSE,Cheniere Energy Partners LP Common Units,CQP,34024.4,68.91000366210938,4.57,16.66,12.41,24.75,0.0
441,2026,2026-09,2026-08-31,NASDAQ,Ericsson American Depositary Shares,ERIC,34016.9,9.949999809265137,1.43,-23.81,-14.22,26.43,0.0
442,2026,2026-09,2026-08-31,NASDAQ,Northern Trust Corporation Common Stock,NTRS,33949.3,186.7899932861328,2.52,12.9,30.54,42.28,0.0
443,2026,2026-09,2026-08-31,NYSE,EQT Corporation Common Stock,EQT,33890.5,54.56999969482422,2.4,-0.66,-11.15,5.27,0.0
444,2026,2026-09,2026-08-31,NYSE,M&T Bank Corporation Common Stock,MTB,33784.7,237.2899932861328,-3.65,9.8,9.36,17.67,0.0
445,2026,2026-09,2026-08-31,NYSE,Chunghwa Telecom Co. Ltd.,CHT,33519.9,42.9900016784668,0.89,-1.78,-0.58,-1.2,0.0
446,2026,2026-09,2026-08-31,NASDAQ,Arch Capital Group Ltd. Common Stock,ACGL,33464.3,98.83999633789062,-1.68,10.63,-1.31,7.99,0.0
447,2026,2026-09,2026-08-31,NYSE,Teck Resources Ltd Ordinary Shares,TECK,33347.7,69.33999633789062,15.11,4.81,17.74,102.81,0.0
448,2026,2026-09,2026-08-31,NASDAQ,Steel Dynamics Inc.,STLD,33341.0,234.6699981689453,-6.6,-9.79,21.51,79.25,0.0
449,2026,2026-09,2026-08-31,NYSE,Carnival Corporation Ltd. Common Shares,CCL,32720.9,24.760000228881836,-10.97,-11.76,-21.52,-22.36,0.0
450,2026,2026-09,2026-08-31,NASDAQ,Elbit Systems Ltd. Ordinary Shares,ESLT,32580.0,708.6799926757812,-12.36,-19.55,-7.85,47.58,0.0
451,2026,2026-09,2026-08-31,NASDAQ,Baidu Inc. ADS,BIDU,32419.3,97.12000274658203,-12.59,-28.22,-21.95,1.91,0.0
452,2026,2026-09,2026-08-31,NYSE,EMCOR Group Inc. Common Stock,EME,32400.5,740.1699829101562,-7.18,-10.48,2.15,19.38,0.0
453,2026,2026-09,2026-08-31,NYSE,Crown Castle Inc. Common Stock,CCI,32394.2,76.13999938964844,-0.21,-16.79,-14.97,-23.2,0.0
454,2026,2026-09,2026-08-31,NASDAQ,Illumina Inc. Common Stock,ILMN,32258.1,215.58999633789062,5.11,32.3,60.34,115.68,0.0
455,2026,2026-09,2026-08-31,NASDAQ,Alnylam Pharmaceuticals Inc. Common Stock,ALNY,32206.5,237.10000610351562,15.37,-21.48,-28.78,-46.9,0.0
456,2026,2026-09,2026-08-31,NASDAQ,GE HealthCare Technologies Inc. Common Stock,GEHC,32173.6,71.7249984741211,5.45,15.05,-14.89,-2.72,0.0
457,2026,2026-09,2026-08-31,NASDAQ,Biogen Inc. Common Stock,BIIB,32010.9,218.5,7.66,11.48,13.91,65.25,0.0
458,2026,2026-09,2026-08-31,NYSE,Jabil Inc. Common Stock,JBL,31987.3,301.45001220703125,-4.32,-17.31,13.76,47.17,0.0
459,2026,2026-09,2026-08-31,NYSE,Zoetis Inc. Class A Common Stock,ZTS,31859.5,77.33999633789062,0.06,-0.45,-41.01,-50.55,0.0
460,2026,2026-09,2026-08-31,NYSE,Centene Corporation Common Stock,CNC,31783.6,64.75,4.07,8.64,44.27,122.97,0.0
461,2026,2026-09,2026-08-31,NASDAQ,Willis Towers Watson Public Limited Company Ordinary Shares,WTW,31441.8,343.75,2.33,37.68,12.64,5.19,0.0
462,2026,2026-09,2026-08-31,NYSE,Martin Marietta Materials Inc. Common Stock,MLM,31156.2,531.0499877929688,1.13,-8.7,-21.51,-13.85,0.0
463,2026,2026-09,2026-08-31,NYSE,Everpure Inc. Class A common stock,P,30897.0,93.4000015258789,21.03,17.47,45.44,20.35,0.0
464,2026,2026-09,2026-08-31,NYSE,Halliburton Company Common Stock,HAL,30700.9,36.18000030517578,12.19,-6.87,0.5,59.17,0.0
465,2026,2026-09,2026-08-31,NYSE,TechnipFMC plc Ordinary Share,FTI,30647.6,75.83999633789062,5.83,10.84,14.37,106.31,0.0
466,2026,2026-09,2026-08-31,NASDAQ,Copart Inc. (DE) Common Stock,CPRT,30542.5,32.9900016784668,13.29,0.67,-13.39,-32.41,0.0
467,2026,2026-09,2026-08-31,NASDAQ,Zscaler Inc. Common Stock,ZS,30463.6,184.22999572753906,21.85,31.85,25.34,-33.5,0.0
468,2026,2026-09,2026-08-31,NASDAQ,The Kraft Heinz Company Common Stock,KHC,30440.1,25.700000762939453,-0.58,7.04,4.43,-8.12,0.0
469,2026,2026-09,2026-08-31,NASDAQ,Okta Inc. Class A Common Stock,OKTA,30251.0,166.22999572753906,17.12,34.85,129.28,79.19,0.0
470,2026,2026-09,2026-08-31,NYSE,Ingersoll Rand Inc. Common Stock,IR,29895.4,78.58000183105469,-5.76,9.69,-16.53,-1.07,0.0
471,2026,2026-09,2026-08-31,NYSE,Extra Space Storage Inc Common Stock,EXR,29810.1,142.91000366210938,-3.47,-0.97,-5.38,-0.47,0.0
472,2026,2026-09,2026-08-31,NYSE,Sunbelt Rentals Holdings Inc. Common Stock,SUNB,29617.5,73.19999694824219,1.78,-6.21,0.0,0.0,0.0
473,2026,2026-09,2026-08-31,NYSE,Tenaris S.A. American Depositary Shares,TS,29580.4,53.970001220703125,-5.86,-11.42,-0.79,49.13,0.0
474,2026,2026-09,2026-08-31,NYSE,Nomura Holdings Inc ADR American Depositary Shares,NMR,29535.6,10.300000190734863,6.4,27.0,14.44,43.25,0.0
475,2026,2026-09,2026-08-31,NYSE,Roblox Corporation Class A Common Stock,RBLX,29496.6,38.529998779296875,8.23,-18.28,-43.88,-69.07,0.0
476,2026,2026-09,2026-08-31,NYSE,Ameren Corporation Common Stock,AEE,29348.2,106.12000274658203,-3.18,-1.71,-6.32,6.35,0.0
477,2026,2026-09,2026-08-31,NASDAQ,LPL Financial Holdings Inc. Common Stock,LPLA,29145.3,370.69000244140625,4.8,35.4,23.41,1.7,0.0
478,2026,2026-09,2026-08-31,NASDAQ,Ryanair Holdings plc American Depositary Shares,RYAAY,29137.6,56.130001068115234,-4.07,-7.65,-16.83,-11.56,0.0
479,2026,2026-09,2026-08-31,NASDAQ,Cognizant Technology Solutions Corporation Class A Common Stock,CTSH,29089.7,64.04000091552734,15.7,14.85,-0.61,-11.36,0.0
480,2026,2026-09,2026-08-31,NYSE,Citizens Financial Group Inc. Common Stock,CFG,29006.4,69.70999908447266,-2.71,11.97,15.82,33.34,0.0
481,2026,2026-09,2026-08-31,NYSE,Coupang Inc. Class A Common Stock,CPNG,28868.0,16.520000457763672,1.04,-0.48,-13.42,-42.2,0.0
482,2026,2026-09,2026-08-31,NASDAQ,ON Semiconductor Corporation Common Stock,ON,28844.6,72.61000061035156,-11.03,-39.8,9.22,46.42,0.0
483,2026,2026-09,2026-08-31,NYSE,Synchrony Financial Common Stock,SYF,28678.2,78.05000305175781,2.98,9.25,12.94,2.24,0.0
484,2026,2026-09,2026-08-31,NASDAQ,Bending Spoons S.p.A. Ordinary Shares,BSP,28460.3,43.59000015258789,23.84,0.0,0.0,0.0,0.0
485,2026,2026-09,2026-08-31,NYSE,Reddit Inc. Class A Common Stock,RDDT,28438.1,153.0,8.77,-13.07,4.93,-32.02,0.0
486,2026,2026-09,2026-08-31,NYSE,Teledyne Technologies Incorporated Common Stock,TDY,28413.7,621.9600219726562,-5.13,0.34,-8.68,15.57,0.0
487,2026,2026-09,2026-08-31,NYSE,Las Vegas Sands Corp. Common Stock,LVS,28375.8,45.040000915527344,-7.87,-10.94,-20.59,-21.85,0.0
488,2026,2026-09,2026-08-31,NASDAQ,Fiserv Inc. Common Stock,FISV,28348.5,53.18000030517578,-1.41,-5.98,-14.63,-61.51,0.0
489,2026,2026-09,2026-08-31,NYSE,Pembina Pipeline Corp. Ordinary Shares (Canada),PBA,28321.7,48.0099983215332,-1.88,3.14,9.14,27.11,0.0
490,2026,2026-09,2026-08-31,NASDAQ,Fox Corporation Class A Common Stock,FOXA,28263.4,68.41999816894531,17.5,7.04,21.44,14.61,0.0
491,2026,2026-09,2026-08-31,NYSE,VICI Properties Inc. Common Stock,VICI,28242.6,25.8700008392334,-1.82,-8.33,-14.37,-23.42,0.0
492,2026,2026-09,2026-08-31,NYSE,DTE Energy Company Common Stock,DTE,28223.0,135.86000061035156,-4.24,-4.91,-8.35,-0.58,0.0
493,2026,2026-09,2026-08-31,NASDAQ,Zoom Communications Inc. Class A Common Stock,ZM,28209.6,98.43000030517578,2.46,-3.11,33.12,20.89,0.0
494,2026,2026-09,2026-08-31,NYSE,Fortis Inc. Common Shares,FTS,28191.5,54.65999984741211,-4.11,-1.21,-4.94,9.89,0.0
495,2026,2026-09,2026-08-31,NYSE,Mettler-Toledo International Inc. Common Stock,MTD,28154.2,1398.5799560546875,-1.25,18.47,2.33,7.5,0.0
496,2026,2026-09,2026-08-31,NASDAQ,Trip.com Group Limited American Depositary Shares,TCOM,28116.3,45.349998474121094,-3.53,-4.39,-13.82,-38.51,0.0
497,2026,2026-09,2026-08-31,NYSE,Atmos Energy Corporation Common Stock,ATO,28074.1,166.64999389648438,-3.55,-1.47,-10.78,0.31,0.0
498,2026,2026-09,2026-08-31,NYSE,Dollar General Corporation Common Stock,DG,27963.2,122.88999938964844,-3.27,11.1,-21.35,12.99,0.0
499,2026,2026-09,2026-08-31,NASDAQ,Casey's General Stores Inc. Common Stock,CASY,27835.5,755.469970703125,-13.26,-1.52,10.19,52.77,0.0
500,2026,2026-09,2026-08-31,NYSE,ATI Inc. Common Stock,ATI,27806.0,210.75999450683594,12.44,20.32,28.83,171.81,0.0
