순위,시장,종목코드,종목명,시가총액,종목선정일,종가,수정종가,1개월(%),3개월(%),6개월(%),12개월(%),이번달수익률
1,NASDAQ,NVDA,NVIDIA CORP,5109588.0,2026-05-29,211.14,210.899,5.8,19.17,19.3,56.29,-6.73
2,NASDAQ,GOOGL,ALPHABET INC,4608199.4,2026-05-29,380.34,380.11,-1.16,22.08,18.95,122.23,-3.5
3,NASDAQ,AAPL,APPLE INC,4583336.3,2026-05-29,312.06,312.06,15.11,18.23,12.12,55.99,-0.45
4,NASDAQ,MSFT,MICROSOFT CORP,3344578.4,2026-05-29,450.24,450.24,10.65,14.89,-8.08,-1.41,-13.64
5,NASDAQ,AMZN,AMAZON COM INC,2911304.1,2026-05-29,270.64,270.64,2.11,28.88,16.04,32.01,-9.11
6,NYSE,TSM,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,2170280.0,2026-05-29,418.45,418.45,5.65,12.02,44.34,119.13,3.37
7,NASDAQ,AVGO,BROADCOM INC,2115307.7,2026-05-29,446.77,446.77,7.03,40.09,11.31,86.05,-17.01
8,NASDAQ,TSLA,TESLA INC,1636706.9,2026-05-29,435.79,435.79,14.19,8.27,1.31,25.81,-7.55
9,NASDAQ,META,META PLATFORMS INC,1605578.1,2026-05-29,632.51,632.51,3.37,-2.34,-2.22,-2.01,-2.68
10,NASDAQ,MU,MICRON TECHNOLOGY INC,1095029.8,2026-05-29,971.0,971.0,87.76,135.58,310.96,930.45,-3.36
11,NYSE,LLY,ELI LILLY & CO,1040624.3,2026-05-29,1105.0,1105.0,18.44,5.22,3.09,50.85,11.82
12,NYSE,BRK.B,BERKSHIRE HATHAWAY INC,1024103.7,2026-05-29,474.48,474.48,0.19,-6.03,-7.65,-5.85,6.22
13,NASDAQ,WMT,WALMART INC,921147.7,2026-05-29,115.75,115.75,-12.1,-9.17,5.37,18.23,-3.64
14,NASDAQ,AMD,ADVANCED MICRO DEVICES INC,841553.0,2026-05-29,516.1,516.1,45.59,157.78,137.25,366.09,0.0
15,NYSE,JPM,JPMORGAN CHASE & CO,802004.6,2026-05-29,299.31,299.31,-4.44,0.18,-3.48,15.56,13.33
16,NYSE,ORCL,ORACLE CORP,649353.7,2026-05-29,225.78,225.78,39.9,55.84,12.49,37.76,-37.28
17,NASDAQ,ASML,ASML HOLDING NV,621586.2,2026-05-29,1612.76,1612.76,12.08,11.43,52.69,120.62,8.34
18,NYSE,XOM,EXXON MOBIL CORP,602095.0,2026-05-29,145.26,145.26,-5.26,-4.13,26.99,46.49,-2.46
19,NYSE,V,VISA INC,594194.2,2026-05-29,326.36,326.36,-0.85,2.15,-2.02,-9.93,7.92
20,NASDAQ,INTC,INTEL CORP,576381.7,2026-05-29,114.68,114.68,21.38,151.44,182.74,486.6,-3.74
21,NYSE,JNJ,JOHNSON & JOHNSON,542418.2,2026-05-29,225.33,225.33,-1.4,-8.77,10.11,48.81,18.6
22,NASDAQ,CSCO,CISCO SYSTEMS INC,474627.6,2026-05-29,120.42,120.42,31.61,52.35,58.19,95.39,-7.17
23,NYSE,MA,MASTERCARD INC,436472.8,2026-05-29,493.98,493.98,-1.78,-4.33,-9.98,-15.14,7.62
24,NASDAQ,COST,COSTCO WHOLESALE CORP,424273.8,2026-05-29,956.32,956.32,-5.6,-5.25,4.97,-7.54,-0.92
25,NYSE,CAT,CATERPILLAR INC,403458.2,2026-05-29,875.87,875.87,-1.6,18.13,52.78,154.4,7.34
26,NASDAQ,LRCX,LAM RESEARCH CORP,397906.7,2026-05-29,318.18,318.18,23.39,36.2,104.53,296.72,2.5
27,NYSE,ABBV,ABBVIE INC,384666.1,2026-05-29,217.72,217.72,3.03,-5.41,-2.81,20.82,16.96
28,NASDAQ,ARM,ARM HOLDINGS PLC,375920.1,2026-05-29,353.29,353.29,67.98,177.2,160.62,183.68,-14.96
29,NASDAQ,PLTR,PALANTIR TECHNOLOGIES INC,375275.2,2026-05-29,156.54,156.54,12.53,14.1,-7.07,18.79,-14.16
30,NYSE,BAC,BANK OF AMERICA CORP,366184.1,2026-05-29,51.6,51.333,-3.48,4.15,-2.77,19.56,16.01
31,NYSE,CVX,CHEVRON CORP,363386.9,2026-05-29,182.46,182.46,-4.76,-1.42,23.02,39.07,-4.63
32,NASDAQ,NFLX,NETFLIX INC,362384.6,2026-05-29,86.02,86.02,-8.11,-10.62,-20.04,-28.75,-11.44
33,NASDAQ,AMAT,APPLIED MATERIALS INC,357329.4,2026-05-29,450.06,450.06,14.23,21.04,78.86,189.26,23.21
34,NYSE,UNH,UNITEDHEALTH GROUP INC,345376.4,2026-05-29,380.31,380.31,2.65,30.68,17.01,29.55,12.59
35,NYSE,KO,COCA COLA CO,339939.1,2026-05-29,79.01,79.01,0.32,-2.46,9.57,12.78,6.38
36,NYSE,GE,GE AEROSPACE,337790.9,2026-05-29,323.76,323.76,11.67,-5.27,8.76,32.36,13.35
37,NYSE,PG,PROCTER & GAMBLE CO,334293.7,2026-05-29,143.56,143.56,-2.4,-13.51,-1.71,-13.1,6.4
38,NYSE,MS,MORGAN STANLEY,328075.2,2026-05-29,208.0,208.0,9.13,25.57,23.92,66.37,6.75
39,NYSE,HSBC,HSBC HOLDINGS PLC,322001.4,2026-05-29,93.74,93.74,2.62,4.1,36.29,66.04,3.9
40,NYSE,HD,HOME DEPOT INC,316225.6,2026-05-29,317.14,314.774,-3.55,-16.13,-9.95,-11.69,8.85
41,NYSE,GS,GOLDMAN SACHS GROUP INC,302547.8,2026-05-29,1025.56,1021.178,11.02,19.93,25.41,73.46,1.7
42,NYSE,MRK,MERCK & CO INC,293217.6,2026-05-29,118.72,118.72,8.74,-3.41,15.05,60.11,8.54
43,NYSE,BABA,ALIBABA GROUP HOLDING LTD,288506.8,2026-05-29,124.22,124.22,-5.81,-13.8,-21.03,10.97,-21.0
44,NYSE,AZN,ASTRAZENECA PLC,287602.8,2026-05-29,185.67,185.67,-0.91,-10.93,1.18,30.61,4.01
45,NYSE,NVS,NOVARTIS AG,286538.2,2026-05-29,150.17,150.17,1.57,-9.17,17.45,32.31,4.57
46,NYSE,IBM,INTERNATIONAL BUSINESS MACHINES CORP,279897.8,2026-05-29,297.8,297.8,29.88,24.89,-2.22,17.91,2.8
47,NASDAQ,TXN,TEXAS INSTRUMENTS INC,278197.2,2026-05-29,305.68,305.68,9.3,44.84,83.78,71.9,-4.05
48,NYSE,PM,PHILIP MORRIS INTERNATIONAL INC,276457.2,2026-05-29,177.38,177.38,7.46,-4.2,14.69,1.72,5.87
49,NYSE,DELL,DELL TECHNOLOGIES INC,271802.0,2026-05-29,420.91,420.91,101.44,185.09,218.08,284.15,-0.86
50,NASDAQ,QCOM,QUALCOMM INC,264575.1,2026-05-29,251.02,250.072,39.78,77.47,51.07,76.93,-27.11
51,NYSE,RY,ROYAL BANK OF CANADA,263283.1,2026-05-29,189.53,189.53,5.31,14.11,24.71,54.15,10.31
52,NYSE,GEV,GE VERNOVA INC,260206.9,2026-05-29,968.32,968.32,-10.63,10.91,61.66,105.18,11.23
53,NASDAQ,KLAC,KLA CORP,251028.2,2026-05-29,1921.71,1921.71,9.93,26.22,63.91,155.53,12.64
54,NASDAQ,SNDK,SANDISK CORP,251009.2,2026-05-29,1694.98,1694.98,54.58,166.77,659.13,4397.16,-4.56
55,NYSE,TM,TOYOTA MOTOR CORP,247864.4,2026-05-29,189.95,189.95,-1.39,-21.63,-5.9,1.24,-5.54
56,NYSE,RTX,RTX CORP,241945.1,2026-05-29,179.66,179.66,2.46,-10.97,3.48,33.74,11.79
57,NYSE,SHEL,SHELL PLC,239316.8,2026-05-29,84.12,84.12,-6.38,1.65,16.14,31.91,-2.53
58,NYSE,WFC,WELLS FARGO & COMPANY,237287.1,2026-05-29,77.54,77.54,-5.14,-4.23,-8.71,5.96,12.43
59,NASDAQ,LIN,LINDE PLC,230231.2,2026-05-29,497.69,496.126,-0.69,-1.72,22.14,7.87,8.15
60,NASDAQ,PANW,PALO ALTO NETWORKS INC,229859.0,2026-05-29,281.69,281.69,57.09,89.16,48.16,46.39,19.65
61,NYSE,MUFG,MITSUBISHI UFJ FINANCIAL GROUP INC,225786.9,2026-05-29,18.71,18.71,4.23,0.38,18.57,34.26,13.79
62,NYSE,BHP,BHP GROUP LTD,225653.2,2026-05-29,88.91,88.91,12.12,11.21,65.75,89.21,-9.76
63,NYSE,AXP,AMERICAN EXPRESS CO,215935.8,2026-05-29,316.47,316.47,-2.04,2.78,-12.89,8.75,10.46
64,NYSE,C,CITIGROUP INC,214732.1,2026-05-29,125.9,125.9,-1.16,14.8,22.74,70.92,11.81
65,NYSE,SAP,SAP SE,211421.8,2026-05-29,181.79,181.79,8.58,-8.68,-23.87,-39.24,-10.46
66,NASDAQ,APP,APPLOVIN CORP,205961.5,2026-05-29,613.09,613.09,37.36,41.01,2.27,56.01,-13.88
67,NYSE,NVO,NOVO NORDISK A S,203514.7,2026-05-29,45.58,45.58,7.96,26.11,-4.3,-33.23,8.91
68,NASDAQ,TMUS,T-MOBILE US INC,202945.9,2026-05-29,187.53,187.53,-3.55,-13.15,-9.37,-21.13,-1.49
69,NASDAQ,ADI,ANALOG DEVICES INC,201581.0,2026-05-29,413.85,412.777,2.88,16.7,57.03,96.38,-8.41
70,NYSE,ANET,ARISTA NETWORKS INC,200805.0,2026-05-29,159.47,159.47,-7.67,19.45,22.03,84.06,4.38
71,NYSE,VZ,VERIZON COMMUNICATIONS INC,199633.5,2026-05-29,47.81,47.81,-0.46,-3.18,20.13,16.13,-10.92
72,NYSE,MCD,MCDONALDS CORP,198373.2,2026-05-29,279.2,277.333,-4.9,-17.68,-9.41,-8.98,1.08
73,NASDAQ,STX,SEAGATE TECHNOLOGY HOLDINGS PLC,197276.7,2026-05-29,879.8,879.8,30.6,116.11,219.37,655.44,-5.93
74,NASDAQ,PEP,PEPSICO INC,197074.3,2026-05-29,144.19,142.702,-9.02,-14.29,-1.23,14.08,0.55
75,NYSE,TTE,TOTALENERGIES SE,192679.0,2026-05-29,87.32,87.32,-5.81,9.8,36.11,57.42,-10.72
76,NYSE,TD,TORONTO DOMINION BANK,191892.9,2026-05-29,113.58,113.58,5.46,17.58,37.51,70.52,6.91
77,NASDAQ,CRWD,CROWDSTRIKE HOLDINGS INC,185391.9,2026-05-29,731.0,731.0,63.99,96.52,43.57,55.08,6.5
78,NASDAQ,WDC,WESTERN DIGITAL CORP,183098.6,2026-05-29,531.21,531.054,22.25,90.01,225.65,934.81,0.17
79,NYSE,TMO,THERMO FISHER SCIENTIFIC INC,183027.3,2026-05-29,492.51,492.51,2.83,-5.39,-16.49,22.72,4.9
80,NYSE,APH,AMPHENOL CORP,183009.7,2026-05-29,148.76,148.76,1.01,2.04,5.99,66.58,6.62
81,NYSE,BA,BOEING CO,182216.1,2026-05-29,231.15,231.15,0.93,1.59,22.3,11.49,0.23
82,NASDAQ,AMGN,AMGEN INC,181768.3,2026-05-29,336.79,336.79,-1.98,-12.56,-1.09,20.38,9.3
83,NYSE,UBS,UBS GROUP AG,181653.9,2026-05-29,47.08,47.08,7.24,18.06,26.72,53.38,9.26
84,NYSE,NEE,NEXTERA ENERGY INC,181445.6,2026-05-29,87.01,86.383,-11.11,-7.21,1.5,26.83,1.68
85,NASDAQ,MRVL,MARVELL TECHNOLOGY INC,179334.0,2026-05-29,205.0,205.0,24.13,151.07,129.58,241.51,12.54
86,NYSE,DIS,WALT DISNEY CO,176829.0,2026-05-29,101.83,101.83,-1.85,-3.97,-1.87,-8.92,-4.27
87,NYSE,RIO,RIO TINTO LTD,173120.6,2026-05-29,106.39,106.39,5.88,10.11,52.03,88.5,-14.23
88,NYSE,T,AT&T INC,172318.8,2026-05-29,24.8,24.8,-5.09,-10.53,-2.56,-6.89,-14.96
89,NYSE,TJX,TJX COMPANIES INC,170953.0,2026-05-29,154.75,154.75,-0.95,-3.96,2.48,23.43,-0.41
90,NASDAQ,GILD,GILEAD SCIENCES INC,166904.2,2026-05-29,134.43,134.43,2.74,-9.24,8.14,25.38,1.44
91,NYSE,BLK,BLACKROCK INC,162511.4,2026-05-29,1046.88,1040.889,-1.76,-0.95,1.05,9.08,-3.58
92,NYSE,BUD,ANHEUSER-BUSCH INBEV SA,161519.2,2026-05-29,79.99,79.99,6.8,-0.32,31.14,14.7,-0.31
93,NYSE,SCCO,SOUTHERN COPPER CORP,158026.2,2026-05-29,191.3,191.3,12.0,-11.91,43.39,115.73,-11.27
94,NYSE,CRM,SALESFORCE INC,156510.9,2026-05-29,191.1,191.1,8.25,-1.64,-16.76,-27.45,-11.29
95,NYSE,UNP,UNION PACIFIC CORP,155932.8,2026-05-29,262.64,262.64,-2.03,-0.36,15.15,21.18,7.8
96,NYSE,GLW,CORNING INC,155913.1,2026-05-29,181.16,181.16,10.47,20.65,115.89,269.34,2.33
97,NYSE,ETN,EATON CORP PLC,155553.0,2026-05-29,400.6,400.6,-7.23,7.18,16.49,26.55,-1.23
98,NASDAQ,SHOP,SHOPIFY INC,154044.6,2026-05-29,118.71,118.71,-2.0,-1.67,-25.17,11.57,2.67
99,NYSE,SCHW,SCHWAB CHARLES CORP,151913.5,2026-05-29,87.35,87.35,-4.34,-7.91,-5.14,0.14,16.69
100,NASDAQ,HON,HONEYWELL INTERNATIONAL INC,150720.7,2026-05-29,237.86,237.86,11.6,-1.81,25.06,13.83,-9.79
101,NASDAQ,ISRG,INTUITIVE SURGICAL INC,150391.7,2026-05-29,424.64,424.64,-7.2,-15.66,-25.95,-23.12,0.63
102,NYSE,PFE,PFIZER INC,149211.4,2026-05-29,26.18,26.18,-0.3,-3.73,5.14,19.28,-8.06
103,NYSE,ABT,ABBOTT LABORATORIES,149099.1,2026-05-29,85.6,85.6,-5.72,-25.97,-32.84,-34.6,11.96
104,NYSE,DE,DEERE & CO,146354.7,2026-05-29,542.18,542.18,-8.08,-13.65,17.47,8.5,11.33
105,NYSE,WELL,WELLTOWER INC,144945.4,2026-05-29,205.33,205.33,-5.21,-0.53,-0.71,35.13,15.71
106,NYSE,UBER,UBER TECHNOLOGIES INC,143306.2,2026-05-29,70.4,70.4,-5.64,-6.66,-19.58,-16.35,5.58
107,NYSE,SMFG,SUMITOMO MITSUI FINANCIAL GROUP INC,142235.4,2026-05-29,21.97,21.97,3.49,-2.09,20.58,44.91,15.2
108,NYSE,COP,CONOCOPHILLIPS,138861.2,2026-05-29,113.98,113.98,-8.72,1.19,30.43,37.96,-4.86
109,NYSE,BTI,BRITISH AMERICAN TOBACCO PLC,135134.7,2026-05-29,61.79,61.79,5.09,0.03,8.25,44.82,0.02
110,NYSE,PLD,PROLOGIS INC,133762.5,2026-05-29,143.47,143.47,1.02,1.44,13.41,36.71,0.1
111,NASDAQ,BKNG,BOOKING HOLDINGS INC,129737.9,2026-05-29,167.43,167.007,-0.55,-1.04,-14.48,-23.58,8.67
112,NYSE,DHR,DANAHER CORP,129288.5,2026-05-29,182.67,182.67,2.08,-13.09,-19.16,-3.14,6.31
113,NYSE,NOW,SERVICENOW INC,128225.5,2026-05-29,124.37,124.37,40.83,15.15,-23.46,-38.53,-10.97
114,NYSE,SONY,SONY GROUP CORP,127428.4,2026-05-29,21.57,21.57,7.37,-6.46,-26.51,-18.01,-0.79
115,NYSE,SPGI,S&P GLOBAL INC,125504.0,2026-05-29,424.0,424.0,-1.45,-3.83,-14.61,-16.64,10.55
116,NYSE,ACN,ACCENTURE PLC,124484.4,2026-05-29,187.07,187.07,4.68,-9.59,-24.07,-39.37,-24.02
117,NYSE,UL,UNILEVER PLC,123117.7,2026-05-29,56.45,56.45,-3.36,-22.72,-0.12,-3.57,11.14
118,NYSE,LMT,LOCKHEED MARTIN CORP,122302.5,2026-05-29,530.45,526.93,2.41,-18.98,17.36,12.98,0.93
119,NYSE,VRT,VERTIV HOLDINGS CO,121267.0,2026-05-29,315.71,315.71,-3.89,23.89,75.7,192.87,-3.21
120,NYSE,HDB,HDFC BANK LTD,121191.9,2026-05-29,23.78,23.78,-6.41,-25.34,-35.42,-35.53,14.09
121,NYSE,PBR,PETROBRA,120960.8,2026-05-29,18.77,18.48,-14.8,14.16,56.03,78.02,-11.24
122,NYSE,CB,CHUBB LTD,120907.6,2026-05-29,311.73,311.73,-4.67,-8.28,5.89,6.26,15.26
123,NYSE,ING,ING GROEP NV,120410.1,2026-05-29,30.94,30.94,6.95,10.33,23.24,52.89,4.2
124,NYSE,LOW,LOWES COMPANIES INC,120193.2,2026-05-29,214.36,214.36,-10.23,-18.58,-10.78,-3.18,3.05
125,NYSE,ENB,ENBRIDGE INC,119535.5,2026-05-29,54.74,54.74,0.04,4.33,15.23,24.41,0.57
126,NASDAQ,PDD,PDD HOLDINGS INC,118553.8,2026-05-29,84.44,84.44,-15.46,-18.6,-27.26,-12.51,-2.26
127,NYSE,NEM,NEWMONT CORP,117228.0,2026-05-29,109.81,109.81,-0.91,-15.14,21.59,110.53,-13.43
128,NYSE,SYK,STRYKER CORP,116959.5,2026-05-29,305.09,305.09,-3.19,-21.05,-17.38,-19.5,8.08
129,NYSE,COF,CAPITAL ONE FINANCIAL CORP,116947.5,2026-05-29,187.93,187.93,-1.33,-3.52,-13.5,0.86,7.96
130,NYSE,BMY,BRISTOL MYERS SQUIBB CO,116765.6,2026-05-29,57.18,57.18,-5.63,-7.35,18.83,24.37,1.38
131,NYSE,MO,ALTRIA GROUP INC,116191.0,2026-05-29,69.58,69.58,-4.23,2.46,22.08,22.89,4.86
132,NYSE,CVS,CVS HEALTH CORP,116083.9,2026-05-29,90.98,90.98,9.23,14.83,15.09,47.19,14.67
133,NYSE,BP,BP PLC,115049.3,2026-05-29,41.87,41.87,-10.64,8.96,18.82,51.59,-7.79
134,NASDAQ,VRTX,VERTEX PHARMACEUTICALS INC,113588.1,2026-05-29,447.54,447.54,4.72,-9.92,3.21,1.24,16.69
135,NYSE,BMO,BANK OF MONTREAL,113474.5,2026-05-29,162.01,162.01,6.52,13.49,30.64,56.6,10.02
136,NASDAQ,SBUX,STARBUCKS CORP,113012.7,2026-05-29,99.16,99.16,-5.31,1.75,15.25,21.27,4.49
137,NYSE,MFG,MIZUHO FINANCIAL GROUP INC,112742.0,2026-05-29,8.97,8.97,4.3,1.13,26.34,63.63,13.6
138,NYSE,PGR,PROGRESSIVE CORP,111257.7,2026-05-29,190.4,190.4,-5.41,-10.84,-11.4,-28.8,23.11
139,NYSE,PWR,QUANTA SERVICES INC,106802.3,2026-05-29,711.73,711.73,-2.2,26.42,53.17,107.97,-7.72
140,NASDAQ,SNY,SANOFI,106504.8,2026-05-29,43.67,43.67,-2.43,-6.6,-8.88,-7.94,-1.58
141,NYSE,PH,PARKER-HANNIFIN CORP,106496.3,2026-05-29,844.63,844.63,-6.91,-16.11,-1.58,28.17,13.36
142,NASDAQ,EQIX,EQUINIX INC,105334.6,2026-05-29,1068.04,1068.04,-0.89,10.16,43.23,22.88,-4.22
143,NASDAQ,ADBE,ADOBE INC,104720.8,2026-05-29,259.21,259.21,5.33,-1.22,-19.03,-37.55,-14.53
144,NASDAQ,CEG,CONSTELLATION ENERGY CORP,103932.4,2026-05-29,287.75,287.75,-7.92,-12.52,-20.79,-5.51,-16.7
145,NYSE,SO,SOUTHERN CO,103768.1,2026-05-29,92.05,92.05,-4.04,-4.71,2.66,5.62,5.69
146,NASDAQ,CDNS,CADENCE DESIGN SYSTEMS INC,103411.7,2026-05-29,374.93,374.93,13.76,24.4,20.23,30.61,-1.03
147,NYSE,HWM,HOWMET AEROSPACE INC,103327.8,2026-05-29,258.25,258.25,6.31,-1.59,26.35,52.35,6.65
148,NYSE,SPOT,SPOTIFY TECHNOLOGY SA,102333.0,2026-05-29,497.68,497.68,11.45,-3.35,-16.9,-25.18,-0.75
149,NYSE,BN,BROOKFIELD CORP,101861.7,2026-05-29,45.59,45.59,1.04,4.17,-2.7,19.19,-3.95
150,NYSE,GSK,GSK PLC,101661.2,2026-05-29,50.54,50.54,-2.55,-13.79,7.38,27.74,5.5
151,NASDAQ,FTNT,FORTINET INC,101083.5,2026-05-29,137.97,137.97,63.65,74.58,70.06,35.56,15.0
152,NYSE,TT,TRANE TECHNOLOGIES PLC,99762.3,2026-05-29,451.3,450.265,-8.37,-2.14,7.59,5.86,5.42
153,NYSE,CM,CANADIAN IMPERIAL BANK OF COMMERCE,99472.4,2026-05-29,108.74,108.74,-2.42,8.61,28.38,65.87,6.59
154,NASDAQ,CME,CME GROUP INC,99119.3,2026-05-29,273.54,272.158,-4.96,-12.3,0.0,-1.68,-11.99
155,NASDAQ,MAR,MARRIOTT INTERNATIONAL INC,99041.4,2026-05-29,375.6,375.6,4.05,10.13,23.71,43.62,1.37
156,NYSE,FDX,FEDEX CORP,98246.3,2026-05-29,411.75,332.891,2.09,6.82,50.73,92.97,-5.7
157,NYSE,BNS,BANK OF NOVA SCOTIA,98221.4,2026-05-29,80.05,80.05,2.89,6.89,18.13,57.09,7.68
158,NYSE,BNY,BANK OF NEW YORK MELLON CORP,95701.8,2026-05-29,139.43,139.43,3.77,17.53,25.43,60.3,9.67
159,NYSE,DUK,DUKE ENERGY CORP,95679.8,2026-05-29,122.73,122.73,-4.43,-5.38,0.73,7.9,4.47
160,NYSE,MDT,MEDTRONIC PLC,94763.5,2026-05-29,73.81,73.81,-8.84,-23.81,-28.83,-8.23,13.58
161,NYSE,CNQ,CANADIAN NATURAL RESOURCES LTD,94628.7,2026-05-29,45.37,45.37,-4.86,4.62,37.31,56.73,-10.32
162,NYSE,FCX,FREEPORT-MCMORAN INC,94462.1,2026-05-29,65.71,65.71,13.72,-3.27,53.6,72.77,-9.71
163,NYSE,GD,GENERAL DYNAMICS CORP,93790.6,2026-05-29,346.82,346.82,0.73,-2.4,2.42,26.85,8.02
164,NYSE,IBN,ICICI BANK LTD,93404.1,2026-05-29,26.23,26.23,-1.35,-14.03,-16.01,-22.81,13.19
165,NYSE,AEM,AGNICO EAGLE MINES LTD,91581.6,2026-05-29,183.15,182.684,-2.69,-27.08,5.43,56.29,-17.92
166,NASDAQ,SNPS,SYNOPSYS INC,91071.4,2026-05-29,475.62,475.62,-1.45,14.88,13.78,2.51,-8.2
167,NYSE,UPS,UNITED PARCEL SERVICE INC,90687.2,2026-05-29,106.69,106.69,-0.26,-6.41,14.9,16.98,4.94
168,NASDAQ,INTU,INTUIT INC,90685.7,2026-05-29,331.53,331.53,-14.66,-18.68,-47.44,-55.63,-15.19
169,NYSE,EQNR,EQUINOR ASA,89984.8,2026-05-29,35.99,35.99,-10.81,21.84,60.79,61.67,-5.78
170,NYSE,MCK,MCKESSON CORP,89244.3,2026-05-29,742.44,741.612,-8.93,-24.74,-15.59,3.6,8.74
171,NYSE,CMI,CUMMINS INC,89227.9,2026-05-29,646.63,646.63,-3.33,11.1,30.7,104.32,2.09
172,NASDAQ,CMCSA,COMCAST CORP,88841.3,2026-05-29,24.87,24.87,-8.03,-18.73,1.7,-19.91,-5.87
173,NYSE,PNC,PNC FINANCIAL SERVICES GROUP INC,88794.0,2026-05-29,221.12,221.12,-0.84,4.93,17.73,31.49,14.87
174,NASDAQ,ADP,AUTOMATIC DATA PROCESSING INC,88677.1,2026-05-29,221.84,221.84,4.67,4.33,-11.84,-30.15,10.71
175,NYSE,SNOW,SNOWFLAKE INC,88573.6,2026-05-29,255.55,255.55,87.26,51.74,1.72,24.36,2.81
176,NASDAQ,DDOG,DATADOG INC,88046.8,2026-05-29,247.35,247.35,87.12,120.93,54.58,109.83,3.82
177,NYSE,WMB,WILLIAMS COMPANIES INC,87309.8,2026-05-29,71.39,71.39,-6.45,-3.77,18.99,21.85,5.17
178,NYSE,AMT,AMERICAN TOWER CORP,87103.4,2026-05-29,186.96,186.96,2.33,-1.57,5.19,-9.67,-11.61
179,NYSE,BX,BLACKSTONE INC,86894.7,2026-05-29,116.97,116.97,-5.98,4.15,-18.45,-12.65,3.35
180,NYSE,ITUB,ITAU UNIBANCO HOLDING SA,86889.0,2026-05-29,7.88,7.877,-9.39,-12.1,7.67,30.22,4.44
181,NASDAQ,MNST,MONSTER BEVERAGE CORP,86143.0,2026-05-29,88.08,88.08,14.29,3.26,17.46,37.73,10.04
182,NYSE,KKR,KKR & CO INC,86141.9,2026-05-29,95.94,95.94,-7.87,9.64,-21.26,-20.48,-0.83
183,NASDAQ,MELI,MERCADOLIBRE INC,85964.7,2026-05-29,1695.65,1695.65,-5.41,-3.52,-18.15,-33.85,6.96
184,NYSE,NET,CLOUDFLARE INC,85475.2,2026-05-29,241.82,241.82,17.98,40.44,20.78,45.77,11.17
185,NYSE,ELV,ELEVANCE HEALTH INC,85386.1,2026-05-29,393.19,393.19,4.46,23.62,17.55,4.63,6.53
186,NYSE,NOK,NOKIA CORP,85214.8,2026-05-29,14.84,14.84,14.95,92.83,145.78,190.41,-20.15
