"날짜","종가","시가","고가","저가","거래량","변동 %"
"2014- 02- 01","41.86","39.47","42.07","38.72","69.06M","5.95%"
"2014- 01- 01","39.51","41.22","41.70","39.31","69.60M","-5.21%"
"2013- 12- 01","41.68","40.99","41.88","39.63","68.07M","1.36%"
"2013- 11- 01","41.12","40.65","41.32","40.04","64.12M","0.66%"
"2013- 10- 01","40.85","39.62","41.56","38.84","80.17M","3.21%"
"2013- 09- 01","39.58","37.71","40.59","37.39","72.92M","7.41%"
"2013- 08- 01","36.85","37.93","38.58","36.82","70.93M","-1.60%"
"2013- 07- 01","37.45","35.98","38.10","35.42","68.53M","5.20%"
"2013- 06- 01","35.60","37.19","37.83","34.33","64.04M","-4.28%"
"2013- 05- 01","37.19","38.32","39.67","37.18","57.57M","-2.97%"
"2013- 04- 01","38.33","36.25","38.33","35.92","60.87M","5.22%"
"2013- 03- 01","36.43","35.94","37.25","35.79","67.70M","0.75%"
"2013- 02- 01","36.16","36.83","36.97","35.43","77.24M","-1.15%"
"2013- 01- 01","36.58","35.81","36.85","35.16","64.10M","3.83%"
"2012- 12- 01","35.23","34.25","35.58","34.12","67.59M","3.22%"
"2012- 11- 01","34.13","33.44","34.23","31.98","56.86M","2.71%"
"2012- 10- 01","33.23","33.20","34.24","32.67","42.00M","1.06%"
"2012- 09- 01","32.88","32.58","35.17","32.34","47.32M","0.58%"
"2012- 08- 01","32.69","31.85","33.45","30.98","48.39M","3.29%"
"2012- 07- 01","31.65","31.68","32.14","29.91","49.34M","0.25%"
"2012- 06- 01","31.57","28.99","31.61","28.75","58.55M","6.98%"
"2012- 05- 01","29.51","33.17","33.51","29.18","57.05M","-11.17%"
"2012- 04- 01","33.22","33.88","34.50","32.00","52.81M","-2.38%"
"2012- 03- 01","34.03","34.09","34.67","32.62","56.39M","0.29%"
"2012- 02- 01","33.93","32.77","34.50","32.73","42.46M","4.88%"
"2012- 01- 01","32.35","31.26","32.81","30.32","52.80M","5.62%"
"2011- 12- 01","30.63","32.24","32.79","29.89","60.69M","-5.40%"
"2011- 11- 01","32.38","31.80","33.38","29.36","37.66M","-2.09%"
