"날짜","종가","시가","고가","저가","거래량","변동 %"
"2011- 06- 01","3,971,200.00","3,827,200.00","4,854,400.00","3,808,000.00","0.13K","4.11%"
"2011- 05- 01","3,814,400.00","3,676,800.00","4,212,800.00","3,656,000.00","0.11K","3.03%"
"2011- 04- 01","3,702,400.00","3,996,800.00","4,524,800.00","3,668,800.00","0.11K","-8.90%"
"2011- 03- 01","4,064,000.00","4,032,000.00","4,991,984.00","3,947,200.00","0.17K","-0.66%"
"2011- 02- 01","4,091,200.00","4,444,800.00","4,456,000.00","3,860,800.00","0.12K","-9.96%"
"2011- 01- 01","4,544,000.00","4,843,200.00","4,852,880.00","4,251,200.00","0.08K","-8.92%"
"2010- 12- 01","4,988,800.00","5,524,800.00","5,524,800.00","4,864,000.00","0.05K","-13.75%"
"2010- 11- 01","5,784,000.00","5,774,400.00","6,113,600.00","5,241,760.00","0.08K","-0.82%"
"2010- 10- 01","5,832,000.00","6,936,000.00","7,481,616.00","5,737,600.00","0.10K","-17.91%"
"2010- 09- 01","7,104,000.00","10,041,600.00","10,051,200.00","6,779,360.00","0.06K","-32.08%"
"2010- 08- 01","10,459,200.00","8,796,800.00","10,878,400.00","8,320,000.00","0.05K","14.72%"
"2010- 07- 01","9,116,800.00","11,417,600.00","12,265,600.00","8,620,800.00","0.06K","-20.67%"
"2010- 06- 01","11,492,800.00","9,988,800.00","11,576,000.00","8,387,216.00","0.07K","16.10%"
"2010- 05- 01","9,899,200.00","8,257,600.00","12,065,600.00","7,608,000.00","0.06K","18.41%"
"2010- 04- 01","8,360,000.00","8,931,200.00","9,236,176.00","7,732,800.00","0.02K","-7.26%"
"2010- 03- 01","9,014,400.00","11,235,200.00","11,243,200.00","8,800,000.00","0.01K","-20.70%"
