"날짜","종가","시가","고가","저가","거래량","변동 %"
"2013- 12- 01","0.56","0.49","0.56","0.49","9.02M","11.12%"
"2013- 11- 01","0.50","0.50","0.51","0.48","12.10M","0.00%"
"2013- 10- 01","0.50","0.46","0.50","0.44","9.33M","8.86%"
"2013- 09- 01","0.46","0.42","0.48","0.41","13.31M","12.25%"
"2013- 08- 01","0.41","0.45","0.46","0.40","13.95M","-7.93%"
"2013- 07- 01","0.44","0.43","0.46","0.42","13.57M","1.75%"
"2013- 06- 01","0.44","0.45","0.47","0.40","31.78M","-1.53%"
"2013- 05- 01","0.44","0.40","0.45","0.40","27.11M","9.12%"
"2013- 04- 01","0.41","0.39","0.41","0.34","41.99M","4.82%"
"2013- 03- 01","0.39","0.36","0.40","0.35","39.89M","6.60%"
"2013- 02- 01","0.36","0.35","0.38","0.34","30.71M","4.12%"
"2013- 01- 01","0.35","0.33","0.37","0.33","75.39M","10.64%"
"2012- 12- 01","0.32","0.30","0.33","0.29","43.32M","7.96%"
"2012- 11- 01","0.29","0.30","0.32","0.26","69.44M","0.00%"
"2012- 10- 01","0.30","0.32","0.33","0.29","41.89M","-6.74%"
"2012- 09- 01","0.32","0.35","0.38","0.31","36.72M","-12.76%"
"2012- 08- 01","0.36","0.36","0.40","0.35","37.20M","3.06%"
"2012- 07- 01","0.35","0.37","0.37","0.31","49.79M","-4.12%"
"2012- 06- 01","0.37","0.34","0.39","0.32","54.20M","5.44%"
"2012- 05- 01","0.35","0.44","0.45","0.34","38.10M","-19.24%"
"2012- 04- 01","0.43","0.47","0.48","0.40","58.55M","-8.40%"
"2012- 03- 01","0.47","0.45","0.48","0.41","62.38M","5.45%"
"2012- 02- 01","0.45","0.44","0.47","0.43","41.79M","5.46%"
"2012- 01- 01","0.43","0.37","0.45","0.36","91.61M","20.56%"
"2011- 12- 01","0.35","0.37","0.39","0.32","109.29M","-4.96%"
"2011- 11- 01","0.37","0.38","0.42","0.31","214.84M","-5.83%"
