"날짜","종가","시가","고가","저가","거래량","변동 %"
"2014- 11- 01","91.13","92.22","92.62","90.86","91.23M","-1.51%"
"2014- 10- 01","92.53","91.75","94.95","89.21","181.35M","0.63%"
"2014- 09- 01","91.95","93.77","93.98","90.89","105.30M","-2.43%"
"2014- 08- 01","94.24","92.06","94.48","91.32","85.73M","1.90%"
"2014- 07- 01","92.48","94.93","95.03","92.44","79.71M","-2.86%"
"2014- 06- 01","95.20","94.75","95.43","94.26","56.24M","0.16%"
"2014- 05- 01","95.05","94.01","95.07","93.75","71.82M","0.75%"
"2014- 04- 01","94.34","94.05","94.50","93.77","61.69M","-0.05%"
"2014- 03- 01","94.39","94.37","94.75","93.54","94.78M","-0.57%"
"2014- 02- 01","94.93","93.02","95.02","92.30","85.73M","1.80%"
"2014- 01- 01","93.25","92.86","93.95","92.71","84.73M","0.40%"
"2013- 12- 01","92.88","92.89","93.33","92.54","79.91M","-0.58%"
"2013- 11- 01","93.42","93.00","93.64","92.32","59.95M","-0.01%"
"2013- 10- 01","93.43","91.16","93.83","91.06","76.45M","2.02%"
"2013- 09- 01","91.58","90.94","92.99","90.27","105.21M","0.25%"
"2013- 08- 01","91.35","92.42","92.59","89.80","83.11M","-1.75%"
"2013- 07- 01","92.98","90.57","94.01","89.63","106.13M","2.31%"
"2013- 06- 01","90.88","92.38","93.45","88.27","161.98M","-2.20%"
"2013- 05- 01","92.92","95.34","96.30","92.90","90.88M","-3.06%"
"2013- 04- 01","95.85","93.83","95.85","93.65","65.77M","1.59%"
"2013- 03- 01","94.35","93.49","94.60","93.48","50.70M","0.33%"
"2013- 02- 01","94.04","93.54","94.15","92.81","72.14M","0.40%"
"2013- 01- 01","93.67","94.07","94.97","93.62","66.18M","0.34%"
"2012- 12- 01","93.35","92.86","93.91","92.66","59.70M","0.32%"
"2012- 11- 01","93.05","92.18","93.15","90.09","83.89M","0.49%"
"2012- 10- 01","92.59","92.27","93.56","91.60","68.35M","0.32%"
"2012- 09- 01","92.30","91.87","94.04","91.48","67.51M","-0.03%"
"2012- 08- 01","92.33","91.41","92.40","91.08","58.14M","0.69%"
"2012- 07- 01","91.70","90.80","91.99","90.40","67.71M","0.45%"
"2012- 06- 01","91.29","86.58","91.29","86.36","74.90M","4.01%"
"2012- 05- 01","87.77","90.85","91.25","87.37","87.92M","-3.76%"
"2012- 04- 01","91.20","90.36","91.22","88.72","62.56M","0.53%"
"2012- 03- 01","90.72","91.65","91.84","89.64","68.08M","-1.53%"
"2012- 02- 01","92.13","90.28","92.26","89.99","53.37M","1.53%"
"2012- 01- 01","90.74","89.82","91.48","88.55","54.40M","1.46%"
"2011- 12- 01","89.43","86.00","89.65","85.84","39.50M","3.27%"
"2011- 11- 01","86.60","87.53","88.99","82.53","49.52M","-3.00%"
"2011- 10- 01","89.28","81.92","91.42","77.90","65.97M","7.79%"
"2011- 09- 01","82.83","87.49","87.61","82.73","42.33M","-5.91%"
"2011- 08- 01","88.03","90.79","91.01","82.33","61.91M","-3.32%"
"2011- 07- 01","91.05","91.39","91.86","90.32","26.50M","-0.28%"
"2011- 06- 01","91.31","91.76","91.89","87.63","46.02M","-1.18%"
"2011- 05- 01","92.40","92.31","92.73","91.79","20.64M","-0.48%"
"2011- 04- 01","92.85","91.39","92.85","91.28","22.28M","0.97%"
"2011- 03- 01","91.96","91.97","92.22","89.50","30.15M","-0.58%"
"2011- 02- 01","92.50","91.31","92.53","91.21","25.48M","0.78%"
"2011- 01- 01","91.78","90.29","91.89","90.27","22.09M","1.65%"
"2010- 12- 01","90.29","88.98","90.36","88.78","18.20M","1.46%"
"2010- 11- 01","88.99","90.30","91.97","88.32","23.01M","-1.93%"
"2010- 10- 01","90.74","89.21","90.90","88.89","20.64M","1.17%"
"2010- 09- 01","89.69","86.91","89.74","86.89","19.50M","2.91%"
"2010- 08- 01","87.15","88.39","88.63","86.20","22.86M","-1.66%"
"2010- 07- 01","88.62","84.46","89.10","83.46","22.47M","4.38%"
"2010- 06- 01","84.90","83.61","86.82","82.55","21.94M","0.34%"
"2010- 05- 01","84.61","88.80","89.09","78.96","34.85M","-5.36%"
"2010- 04- 01","89.40","87.84","90.33","87.41","18.10M","1.17%"
"2010- 03- 01","88.37","86.69","88.87","86.50","18.94M","1.38%"
"2010- 02- 01","87.17","85.95","87.22","83.38","23.21M","1.09%"
"2010- 01- 01","86.23","88.00","90.29","86.22","17.11M","-1.83%"
"2009- 12- 01","87.84","85.59","88.80","85.35","10.57M","2.26%"
"2009- 11- 01","85.90","84.93","86.65","84.59","12.93M","0.85%"
"2009- 10- 01","85.18","85.36","87.20","82.00","19.72M","-1.35%"
"2009- 09- 01","86.35","81.68","86.69","80.10","15.10M","4.90%"
"2009- 08- 01","82.32","83.77","84.34","79.63","14.09M","-2.52%"
"2009- 07- 01","84.45","79.25","84.65","75.55","15.80M","5.95%"
"2009- 06- 01","79.71","77.79","79.96","76.50","16.09M","2.42%"
"2009- 05- 01","77.83","75.77","78.17","73.08","18.17M","2.05%"
"2009- 04- 01","76.27","67.67","76.49","66.91","17.15M","12.49%"
"2009- 03- 01","67.80","66.33","70.77","61.50","16.71M","0.82%"
"2009- 02- 01","67.25","73.88","74.59","67.00","14.80M","-10.62%"
