"날짜","종가","시가","고가","저가","거래량","변동 %"
"2012- 09- 01","0.63","0.61","0.69","0.60","3.04B","2.14%"
"2012- 08- 01","0.62","0.54","0.64","0.51","2.71B","16.09%"
"2012- 07- 01","0.53","0.52","0.55","0.47","3.67B","2.28%"
"2012- 06- 01","0.52","0.45","0.53","0.43","3.51B","9.79%"
"2012- 05- 01","0.47","0.59","0.62","0.45","3.74B","-20.45%"
"2012- 04- 01","0.60","0.62","0.65","0.54","3.28B","-4.30%"
"2012- 03- 01","0.62","0.55","0.65","0.51","3.99B","15.46%"
"2012- 02- 01","0.54","0.46","0.55","0.45","3.65B","20.14%"
"2012- 01- 01","0.45","0.37","0.46","0.37","3.24B","26.86%"
"2011- 12- 01","0.35","0.36","0.39","0.32","4.42B","-2.83%"
"2011- 11- 01","0.36","0.38","0.43","0.30","5.11B","-10.15%"
"2011- 10- 01","0.41","0.30","0.43","0.27","6.84B","31.54%"
"2011- 09- 01","0.31","0.36","0.40","0.30","5.05B","-14.31%"
"2011- 08- 01","0.36","0.46","0.47","0.27","5.76B","-19.54%"
"2011- 07- 01","0.45","0.43","0.49","0.42","2.22B","4.43%"
"2011- 06- 01","0.43","0.46","0.46","0.36","1.59B","-7.01%"
"2011- 05- 01","0.46","0.48","0.49","0.42","1.30B","-4.31%"
"2011- 04- 01","0.48","0.45","0.49","0.39","1.50B","8.58%"
"2011- 03- 01","0.44","0.46","0.47","0.36","2.67B","-2.35%"
"2011- 02- 01","0.45","0.43","0.49","0.42","2.49B","9.14%"
"2011- 01- 01","0.42","0.40","0.45","0.39","2.56B","8.01%"
"2010- 12- 01","0.39","0.35","0.40","0.35","1.95B","14.81%"
"2010- 11- 01","0.34","0.34","0.38","0.32","2.70B","0.00%"
"2010- 10- 01","0.34","0.29","0.35","0.27","1.95B","19.55%"
"2010- 09- 01","0.28","0.21","0.30","0.21","2.25B","43.14%"
"2010- 08- 01","0.20","0.24","0.26","0.19","2.52B","-15.12%"
"2010- 07- 01","0.23","0.19","0.25","0.18","3.02B","21.80%"
"2010- 06- 01","0.19","0.23","0.27","0.19","4.34B","-18.88%"
"2010- 05- 01","0.24","0.31","0.32","0.18","3.45B","-22.85%"
"2010- 04- 01","0.31","0.29","0.34","0.28","1.80B","6.09%"
"2010- 03- 01","0.29","0.24","0.30","0.24","1.12B","24.58%"
