"날짜","종가","시가","고가","저가","거래량","변동 %"
"2013- 03- 01","121.27","120.94","121.52","119.89","24.72M","0.21%"
"2013- 02- 01","121.01","121.05","121.15","119.89","25.81M","0.19%"
"2013- 01- 01","120.78","121.17","121.60","120.12","24.98M","-0.52%"
"2012- 12- 01","121.41","122.38","123.44","121.21","26.45M","-1.22%"
"2012- 11- 01","122.91","122.02","123.24","121.77","19.21M","0.32%"
"2012- 10- 01","122.52","121.87","123.14","121.00","19.71M","0.62%"
"2012- 09- 01","121.76","121.00","122.35","120.28","21.53M","0.51%"
"2012- 08- 01","121.14","121.37","121.97","118.43","19.09M","-0.25%"
"2012- 07- 01","121.44","119.43","121.63","119.40","15.42M","1.45%"
"2012- 06- 01","119.70","120.64","121.41","119.20","27.67M","-1.33%"
"2012- 05- 01","121.31","119.24","121.43","118.86","18.73M","1.58%"
"2012- 04- 01","119.42","117.80","119.77","116.95","19.99M","1.50%"
"2012- 03- 01","117.65","118.33","118.82","116.87","23.29M","-0.86%"
"2012- 02- 01","118.67","119.18","119.44","117.69","23.33M","-0.58%"
"2012- 01- 01","119.36","116.44","119.38","116.40","19.18M","2.29%"
"2011- 12- 01","116.69","116.52","117.75","115.91","17.06M","-0.04%"
"2011- 11- 01","116.74","116.90","118.32","115.91","18.37M","0.21%"
"2011- 10- 01","116.49","114.63","116.55","113.41","18.92M","1.92%"
"2011- 09- 01","114.30","114.59","117.07","114.19","24.95M","-0.02%"
"2011- 08- 01","114.32","113.64","118.59","113.44","36.79M","0.13%"
"2011- 07- 01","114.17","110.17","114.36","109.65","20.21M","3.19%"
"2011- 06- 01","110.64","110.18","111.62","109.95","18.35M","-0.20%"
"2011- 05- 01","110.86","110.68","111.39","109.87","17.24M","-0.27%"
"2011- 04- 01","111.16","108.52","111.31","108.31","15.18M","1.83%"
"2011- 03- 01","109.16","107.79","110.50","107.70","19.55M","0.93%"
"2011- 02- 01","108.15","107.18","108.45","104.90","16.16M","0.57%"
"2011- 01- 01","107.54","106.97","108.34","106.70","15.41M","0.02%"
"2010- 12- 01","107.52","108.91","109.08","105.48","19.92M","-1.79%"
"2010- 11- 01","109.48","111.80","112.48","108.18","17.56M","-1.92%"
"2010- 10- 01","111.62","108.80","112.50","108.68","16.13M","2.35%"
"2010- 09- 01","109.06","107.76","109.96","107.13","16.08M","0.76%"
"2010- 08- 01","108.24","106.10","108.31","106.06","17.07M","1.76%"
"2010- 07- 01","106.37","106.37","106.61","105.23","11.66M","-0.51%"
"2010- 06- 01","106.91","105.77","107.01","105.07","16.67M","0.76%"
"2010- 05- 01","106.10","105.78","107.66","105.10","24.26M","0.04%"
"2010- 04- 01","106.06","103.30","106.15","102.29","21.55M","2.08%"
"2010- 03- 01","103.90","103.99","104.83","103.07","23.84M","-0.01%"
"2010- 02- 01","103.91","105.16","105.47","103.41","23.51M","-1.50%"
"2010- 01- 01","105.49","103.99","105.50","103.78","24.65M","1.53%"
