"날짜","종가","시가","고가","저가","거래량","변동 %"
"2010- 09- 01","15.77","13.94","16.05","13.92","15.84M","14.94%"
"2010- 08- 01","13.72","15.51","15.69","13.65","10.20M","-10.50%"
"2010- 07- 01","15.33","14.54","16.36","14.17","7.53M","5.22%"
"2010- 06- 01","14.57","15.62","16.40","14.39","8.77M","-7.26%"
"2010- 05- 01","15.71","16.91","17.24","7.75","21.47M","-6.54%"
"2010- 04- 01","16.81","16.62","18.00","16.34","6.59M","2.06%"
"2010- 03- 01","16.47","15.55","16.87","15.55","8.67M","6.46%"
"2010- 02- 01","15.47","14.39","15.81","14.22","11.72M","7.96%"
"2010- 01- 01","14.33","16.60","16.77","14.23","10.43M","-12.68%"
"2009- 12- 01","16.41","14.58","16.60","14.58","6.99M","13.56%"
"2009- 11- 01","14.45","13.54","15.05","13.15","9.66M","6.80%"
"2009- 10- 01","13.53","14.91","15.50","13.48","23.26M","-9.38%"
"2009- 09- 01","14.93","14.38","15.42","14.00","12.94M","3.11%"
"2009- 08- 01","14.48","14.27","14.91","13.52","10.63M","2.62%"
"2009- 07- 01","14.11","12.30","14.45","11.51","17.12M","15.47%"
"2009- 06- 01","12.22","12.36","13.05","11.56","15.94M","0.66%"
"2009- 05- 01","12.14","11.71","12.36","10.63","27.61M","4.03%"
"2009- 04- 01","11.67","10.17","11.97","10.14","22.03M","12.43%"
"2009- 03- 01","10.38","8.88","11.02","8.54","18.98M","14.57%"
"2009- 02- 01","9.06","9.04","10.41","8.47","14.29M","-1.63%"
"2009- 01- 01","9.21","9.47","10.52","8.59","8.37M","-2.64%"
"2008- 12- 01","9.46","8.70","10.21","8.04","8.92M","4.88%"
"2008- 11- 01","9.02","11.25","11.55","7.63","5.70M","-18.96%"
"2008- 10- 01","11.13","13.64","13.64","9.03","20.66M","-17.62%"
"2008- 09- 01","13.51","16.61","16.69","12.80","23.20M","-17.37%"
"2008- 08- 01","16.35","15.64","17.43","15.31","15.24M","4.41%"
"2008- 07- 01","15.66","16.90","17.15","15.15","42.97M","-8.26%"
"2008- 06- 01","17.07","19.26","19.47","16.99","18.83M","-11.60%"
"2008- 05- 01","19.31","17.78","19.98","17.78","18.13M","8.48%"
"2008- 04- 01","17.80","16.70","18.40","16.41","25.37M","7.75%"
"2008- 03- 01","16.52","16.73","17.36","15.69","17.03M","-1.26%"
"2008- 02- 01","16.73","17.20","18.00","16.10","14.48M","-1.99%"
"2008- 01- 01","17.07","19.78","19.89","15.50","10.99M","-13.79%"
"2007- 12- 01","19.80","19.76","20.81","19.46","12.49M","0.46%"
"2007- 11- 01","19.71","21.47","21.56","18.79","17.88M","-8.54%"
"2007- 10- 01","21.55","22.63","23.17","20.80","12.23M","-4.18%"
"2007- 09- 01","22.49","22.30","22.87","21.59","8.32M","1.08%"
"2007- 08- 01","22.25","22.10","22.48","20.31","22.49M","1.37%"
"2007- 07- 01","21.95","22.14","23.75","21.88","8.68M","0.05%"
"2007- 06- 01","21.94","21.65","22.53","20.87","6.39M","2.05%"
"2007- 05- 01","21.50","21.37","22.20","20.96","8.28M","0.84%"
"2007- 04- 01","21.32","20.23","21.98","19.94","6.50M","6.07%"
"2007- 03- 01","20.10","20.13","20.84","19.85","7.50M","-2.57%"
"2007- 02- 01","20.63","20.33","21.44","20.19","10.37M","1.78%"
"2007- 01- 01","20.27","20.56","21.03","19.70","7.79M","-0.34%"
"2006- 12- 01","20.34","20.96","21.36","20.13","14.97M","-2.96%"
"2006- 11- 01","20.96","20.50","21.49","19.73","21.42M","3.30%"
"2006- 10- 01","20.29","20.42","21.56","19.87","18.47M","-0.98%"
"2006- 09- 01","20.49","20.32","21.09","19.29","10.37M","1.69%"
"2006- 08- 01","20.15","18.27","20.36","17.94","13.64M","8.98%"
"2006- 07- 01","18.49","19.41","19.50","16.93","11.51M","-4.30%"
"2006- 06- 01","19.32","20.17","20.82","18.41","7.78M","-4.02%"
"2006- 05- 01","20.13","22.26","22.98","19.69","17.06M","-9.49%"
"2006- 04- 01","22.24","21.71","23.13","21.61","9.35M","2.35%"
"2006- 03- 01","21.73","21.89","22.71","20.86","18.28M","0.37%"
"2006- 02- 01","21.65","22.09","22.80","21.45","11.90M","-2.21%"
"2006- 01- 01","22.14","20.55","22.85","20.24","20.62M","8.96%"
"2005- 12- 01","20.32","20.87","21.55","20.16","11.71M","-1.45%"
"2005- 11- 01","20.62","18.50","20.84","18.34","13.88M","10.86%"
"2005- 10- 01","18.60","19.90","20.13","17.76","15.09M","-5.82%"
"2005- 09- 01","19.75","19.53","20.40","18.97","11.64M","0.51%"
"2005- 08- 01","19.65","19.66","20.08","19.01","18.97M","0.20%"
"2005- 07- 01","19.61","17.67","19.94","17.54","16.78M","11.61%"
"2005- 06- 01","17.57","17.83","18.65","17.52","12.09M","-1.46%"
"2005- 05- 01","17.83","16.01","18.00","15.92","10.22M","11.37%"
"2005- 04- 01","16.01","17.12","17.18","15.56","7.79M","-5.77%"
"2005- 03- 01","16.99","18.15","18.33","16.71","8.99M","-5.19%"
"2005- 02- 01","17.92","16.63","18.34","16.47","7.62M","7.89%"
"2005- 01- 01","16.61","18.13","18.13","15.71","17.35M","-7.36%"
"2004- 12- 01","17.93","17.62","18.77","17.21","10.30M","2.46%"
"2004- 11- 01","17.50","16.91","18.36","16.61","8.66M","3.18%"
"2004- 10- 01","16.96","16.32","17.22","15.64","8.28M","5.93%"
"2004- 09- 01","16.01","15.29","16.92","14.58","15.36M","4.98%"
"2004- 08- 01","15.25","16.68","17.00","14.57","7.47M","-9.76%"
"2004- 07- 01","16.90","19.50","19.50","15.84","9.38M","-14.43%"
"2004- 06- 01","19.75","20.25","20.41","18.47","5.63M","-2.90%"
"2004- 05- 01","20.34","18.51","20.39","18.12","3.93M","10.36%"
"2004- 04- 01","18.43","20.83","21.83","18.39","4.67M","-10.32%"
"2004- 03- 01","20.55","21.35","22.15","19.04","7.92M","-4.33%"
"2004- 02- 01","21.48","21.90","22.67","20.75","5.68M","-0.88%"
"2004- 01- 01","21.67","21.12","23.56","20.92","8.39M","3.59%"
"2003- 12- 01","20.92","22.17","22.24","19.42","9.14M","-4.30%"
"2003- 11- 01","21.86","21.03","22.23","20.45","8.04M","5.25%"
"2003- 10- 01","20.77","17.60","21.19","17.47","11.76M","18.89%"
